
Tempo total de execução: 0.000527 milissegundo(s).

0 	 0
1 	 5
2 	 4
3 	 6
4 	 4
5 	 9
6 	 7
7 	 4
8 	 4
9 	 5
10 	 5
11 	 6
12 	 10
13 	 7
14 	 7
15 	 8
16 	 4
17 	 5
18 	 5
19 	 7
20 	 5
21 	 9
22 	 7
23 	 7
24 	 7
25 	 6
26 	 7
27 	 8
28 	 3
29 	 6
30 	 8
31 	 6
32 	 8
33 	 6
34 	 6
35 	 7
36 	 9
37 	 5
38 	 8
39 	 8
40 	 6
41 	 2
42 	 7
43 	 6
44 	 8
45 	 7
46 	 5
47 	 9
48 	 7
49 	 7
50 	 1
51 	 5
52 	 5
53 	 10
54 	 7
55 	 7
56 	 2
57 	 7
58 	 6
59 	 6
60 	 7
61 	 9
62 	 10
63 	 10
64 	 4
65 	 8
66 	 4
67 	 6
68 	 8
69 	 7
70 	 3
71 	 8
72 	 7
73 	 7
74 	 5
75 	 5
76 	 7
77 	 8
78 	 8
79 	 5
80 	 9
81 	 6
82 	 8
83 	 5
84 	 8
85 	 5
86 	 6
87 	 4
88 	 8
89 	 6
90 	 7
91 	 7
92 	 9
93 	 4
94 	 6
95 	 7
96 	 10
97 	 7
98 	 7
99 	 9
