
Tempo total de execução: 1131.000000 milissegundo(s).

1 	 0
2 	 3
3 	 3
4 	 4
5 	 2
6 	 3
7 	 3
8 	 4
9 	 4
10 	 3
11 	 3
12 	 3
13 	 3
14 	 3
15 	 4
16 	 3
17 	 2
18 	 3
19 	 4
20 	 3
21 	 3
22 	 3
23 	 3
24 	 3
25 	 3
26 	 4
27 	 4
28 	 3
29 	 2
30 	 3
31 	 3
32 	 3
33 	 2
34 	 2
35 	 3
36 	 2
37 	 2
38 	 3
39 	 3
40 	 3
41 	 4
42 	 2
43 	 3
44 	 3
45 	 3
46 	 4
47 	 3
48 	 3
49 	 3
50 	 3
51 	 1
52 	 3
53 	 3
54 	 3
55 	 4
56 	 4
57 	 2
58 	 3
59 	 3
60 	 3
61 	 4
62 	 3
63 	 4
64 	 3
65 	 2
66 	 3
67 	 2
68 	 3
69 	 4
70 	 3
71 	 3
72 	 3
73 	 3
74 	 4
75 	 3
76 	 3
77 	 2
78 	 4
79 	 3
80 	 3
81 	 4
82 	 4
83 	 4
84 	 3
85 	 3
86 	 3
87 	 3
88 	 3
89 	 3
90 	 3
91 	 3
92 	 3
93 	 2
94 	 3
95 	 3
96 	 3
97 	 3
98 	 3
99 	 4
100 	 4
101 	 2
102 	 3
103 	 2
104 	 3
105 	 3
106 	 4
107 	 2
108 	 3
109 	 2
110 	 3
111 	 3
112 	 3
113 	 4
114 	 3
115 	 3
116 	 2
117 	 4
118 	 3
119 	 3
120 	 3
121 	 2
122 	 3
123 	 2
124 	 4
125 	 4
126 	 4
127 	 4
128 	 4
129 	 3
130 	 2
131 	 4
132 	 3
133 	 2
134 	 3
135 	 4
136 	 3
137 	 3
138 	 3
139 	 4
140 	 3
141 	 3
142 	 3
143 	 3
144 	 4
145 	 3
146 	 3
147 	 4
148 	 4
149 	 4
150 	 2
151 	 3
152 	 3
153 	 4
154 	 4
155 	 3
156 	 3
157 	 4
158 	 3
159 	 3
160 	 2
161 	 4
162 	 3
163 	 3
164 	 3
165 	 3
166 	 3
167 	 3
168 	 3
169 	 4
170 	 3
171 	 3
172 	 4
173 	 3
174 	 3
175 	 3
176 	 3
177 	 3
178 	 2
179 	 4
180 	 3
181 	 3
182 	 3
183 	 3
184 	 2
185 	 3
186 	 3
187 	 4
188 	 4
189 	 3
190 	 4
191 	 4
192 	 3
193 	 3
194 	 3
195 	 3
196 	 4
197 	 3
198 	 4
199 	 2
200 	 4
201 	 3
202 	 3
203 	 3
204 	 4
205 	 3
206 	 3
207 	 4
208 	 4
209 	 4
210 	 4
211 	 4
212 	 3
213 	 4
214 	 4
215 	 3
216 	 3
217 	 3
218 	 3
219 	 4
220 	 4
221 	 4
222 	 4
223 	 3
224 	 4
225 	 3
226 	 3
227 	 4
228 	 3
229 	 4
230 	 3
231 	 3
232 	 4
233 	 4
234 	 3
235 	 3
236 	 2
237 	 4
238 	 3
239 	 3
240 	 3
241 	 4
242 	 4
243 	 4
244 	 3
245 	 3
246 	 3
247 	 4
248 	 3
249 	 4
250 	 3
251 	 3
252 	 3
253 	 3
254 	 3
255 	 1
256 	 4
257 	 3
258 	 3
259 	 3
260 	 3
261 	 2
262 	 3
263 	 3
264 	 2
265 	 3
266 	 3
267 	 3
268 	 4
269 	 4
270 	 3
271 	 3
272 	 3
273 	 3
274 	 3
275 	 3
276 	 3
277 	 3
278 	 3
279 	 4
280 	 3
281 	 4
282 	 3
283 	 3
284 	 4
285 	 3
286 	 2
287 	 2
288 	 3
289 	 4
290 	 3
291 	 3
292 	 3
293 	 4
294 	 4
295 	 3
296 	 4
297 	 4
298 	 3
299 	 3
300 	 3
301 	 3
302 	 3
303 	 4
304 	 3
305 	 3
306 	 4
307 	 2
308 	 3
309 	 3
310 	 3
311 	 3
312 	 3
313 	 3
314 	 3
315 	 3
316 	 3
317 	 3
318 	 2
319 	 3
320 	 4
321 	 4
322 	 2
323 	 3
324 	 2
325 	 3
326 	 4
327 	 4
328 	 3
329 	 3
330 	 3
331 	 3
332 	 3
333 	 4
334 	 3
335 	 3
336 	 3
337 	 3
338 	 4
339 	 2
340 	 4
341 	 4
342 	 3
343 	 3
344 	 3
345 	 3
346 	 3
347 	 4
348 	 3
349 	 4
350 	 3
351 	 4
352 	 2
