
Tempo total de execução: 47.000000 milissegundo(s).

1 	 0
2 	 5
3 	 4
4 	 5
5 	 3
6 	 6
7 	 7
8 	 4
9 	 4
10 	 5
11 	 5
12 	 6
13 	 7
14 	 6
15 	 5
16 	 3
17 	 4
18 	 4
19 	 5
20 	 6
21 	 5
22 	 4
23 	 6
24 	 3
25 	 6
26 	 6
27 	 7
28 	 5
29 	 3
30 	 6
31 	 4
32 	 5
33 	 7
34 	 5
35 	 6
36 	 4
37 	 6
38 	 5
39 	 5
40 	 4
41 	 6
42 	 2
43 	 6
44 	 6
45 	 6
46 	 5
47 	 5
48 	 7
49 	 6
50 	 5
51 	 1
52 	 5
53 	 5
54 	 6
55 	 7
56 	 4
57 	 2
58 	 6
59 	 5
60 	 6
61 	 7
62 	 5
63 	 6
64 	 7
65 	 4
66 	 4
67 	 4
68 	 6
69 	 8
70 	 6
71 	 3
72 	 5
73 	 5
74 	 6
75 	 5
76 	 5
77 	 5
78 	 5
79 	 6
80 	 5
81 	 5
82 	 5
83 	 7
84 	 5
85 	 6
86 	 5
87 	 6
88 	 4
89 	 6
90 	 6
91 	 7
92 	 6
93 	 4
94 	 4
95 	 5
96 	 6
97 	 7
98 	 7
99 	 6
100 	 6
101 	 2
102 	 5
103 	 7
104 	 4
105 	 7
106 	 5
107 	 6
108 	 6
109 	 6
110 	 6
111 	 5
112 	 5
113 	 5
114 	 7
115 	 5
116 	 2
117 	 8
118 	 5
119 	 5
120 	 5
121 	 4
122 	 5
123 	 5
124 	 6
125 	 8
126 	 5
127 	 5
128 	 7
129 	 5
130 	 5
131 	 6
132 	 7
133 	 5
134 	 5
135 	 5
136 	 5
137 	 6
138 	 6
139 	 5
140 	 8
141 	 8
142 	 6
143 	 3
144 	 5
145 	 5
146 	 6
147 	 4
148 	 4
149 	 6
150 	 5
151 	 6
152 	 7
153 	 6
154 	 7
155 	 6
156 	 5
157 	 5
158 	 4
159 	 6
160 	 5
161 	 4
162 	 7
163 	 8
164 	 5
165 	 4
166 	 6
167 	 6
168 	 7
169 	 7
170 	 5
171 	 4
172 	 6
173 	 4
174 	 5
175 	 6
176 	 7
177 	 6
178 	 3
179 	 6
180 	 4
181 	 5
182 	 5
183 	 5
184 	 6
185 	 4
186 	 7
187 	 4
188 	 8
189 	 5
190 	 7
191 	 4
192 	 6
193 	 7
194 	 7
195 	 3
196 	 7
197 	 6
198 	 5
199 	 4
200 	 5
